generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1,1,2,0,0.0711965,0,0.005,0
5001,1,2,0,0.0515892,-6.72763e-05,0.000823285,0
10001,1,2,0,0.0517029,3.66889e-05,0.00296197,0
10001,5382,NA,184.325,0.135559,-0.0919806,0.275365,0
10001,1870,NA,193.109,0.0277566,-0.0591824,0.246181,0
15001,1,2,0,0.0520358,3.66889e-05,0.00414734,0
15001,3583,4994,179.859,0.11302,-0.0124839,0.0616746,0
20001,1,2,0,0.0505959,3.66889e-05,0.002227,0
20001,1403,NA,191.805,0.00423268,-0.00487545,0.0618212,0
25001,1,2,0,0.0502593,3.66889e-05,0.00254805,0
30001,1,2,0,0.0518323,5.80222e-05,0.00405028,0
35001,1,2,0,0.0509651,0.000147592,0.00511789,0
40001,1,2,0,0.0492873,0.000147592,0.00263387,0
45001,1,2,0,0.0509449,0.000147592,0.00443798,0
45001,1170,NA,195.418,0.103134,-0.0456478,0.818574,0
50001,1,2,0,0.0490805,0.000147592,0.000458842,0
55001,1,2,0,0.0510778,0.000194429,0.00404925,0
55001,381,NA,161.703,0.119788,-0.00801469,0.141831,0
60001,1,2,0,0.0476267,0.000208462,0.000614165,0
65001,1,2,0,0.0495018,0.000208462,0.0031591,0
70001,1,2,0,0.0495145,0.000208462,0.0031765,0
75001,1,2,0,0.0482219,0.000208462,0.000495287,0
80001,1,2,0,0.0468866,0.000316498,6.38127e-05,0
85001,1,2,0,0.0478508,0.000316498,0.000439449,0
85001,8916,NA,195.138,0.179901,0.00141697,0.04794,0
85001,3635,NA,189.087,0.202268,0.0260742,0.0421344,0
90001,1,2,0,0.047473,0.000287374,3.14752e-07,0
90001,3630,9893,193.882,0.350492,-0.0532437,0.109417,0
95001,1,2,0,0.0467111,0.000328128,0.000825204,0
95001,5925,NA,194.023,0.127226,0.0518639,0.211318,0
95001,772,NA,187.67,0.243671,-0.00204473,0.105849,0
100001,1,2,0,0.0469686,0.000578739,0.00292719,0
100001,5063,NA,191.285,0.2529,0.000926271,0.376109,0
105001,1,2,0,0.0452469,0.000578739,0.000250981,0
105001,3286,NA,193.564,0.134208,0.035463,0.0794423,0
110001,1,2,0,0.0455736,0.000578739,0.000238412,0
110001,1751,NA,181.821,0.143038,-0.107247,0.31254,0
115001,1,2,0,0.0460161,0.000578739,0.000345031,0
115001,615,8270,184.356,0.323893,0.0184487,0.253453,0
120001,1,2,0,0.0461719,0.000485124,0.000791893,0
125001,1,2,0,0.0481419,0.000165618,0.00083552,0
125001,704,6841,177.917,0.366993,-0.0975186,0.0859002,0
130001,1,2,0,0.0494243,0.000158859,0.00143279,0
130001,5454,7627,189.015,0.223756,-0.0279274,0.0281648,0
