generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1,0,-182.946,-173357,1,0
5001,8,-149.084,-7534.95,0.678498,0.472
10001,4,-210.541,-7370.16,0.520979,0.316
15001,4,-208.643,-7255.11,0.55019,0.358
20001,2,-239.888,-7257.09,2.80963,0.135
25001,2,-239.718,-7253.19,2.75499,0.187
30001,2,-237.118,-7250.02,0.214265,0.165
35001,2,-236.822,-7249.94,0.00336798,0.15
40001,2,-239.342,-7245.88,2.11206,0.196
45001,3,-219.674,-7247.03,0.132419,0.149
50001,5,-187.917,-7240.91,0.667175,0.263
55001,3,-220.987,-7244.05,0.704614,0.216
60001,4,52.9182,-7237.93,0.17201,0.349
65001,3,48.4877,-7237.58,0.599749,0.351
70001,2,34.9934,-7238.12,1.5717,0.305
75001,2,33.4655,-7237.89,2.34885,0.242
80001,3,51.268,-7241.18,0.715666,0.304
85001,6,97.7833,-7236.93,1.93266,0.404
90001,2,33.2982,-7235.57,0.566077,0.261
95001,2,32.8894,-7236.74,0.611625,0.313
100001,2,36.9098,-7237.66,0.230653,0.264
105001,2,35.2895,-7233.75,0.665993,0.305
110001,2,35.8477,-7235.08,1.24334,0.259
115001,2,36.1474,-7233.57,1.34779,0.246
120001,2,29.5049,-7232.67,3.26211,0.273
125001,3,49.6756,-7236.45,0.239952,0.323
130001,3,52.5166,-7233.46,0.310754,0.378
135001,2,36.857,-7232.53,0.534469,0.307
140001,2,36.7379,-7233.54,0.561269,0.29
145001,2,37.8875,-7236.33,0.396446,0.307
150001,2,34.8744,-7237.98,0.221565,0.325
155001,2,36.0285,-7235.58,1.81654,0.291
160001,2,34.5926,-7233.97,2.69503,0.275
165001,2,33.0328,-7236.42,0.80674,0.251
170001,2,35.9405,-7235.69,0.312317,0.276
175001,3,50.793,-7235.82,1.84268,0.292
180001,3,50.2451,-7234.6,2.42151,0.326
185001,2,34.8759,-7235.37,0.00831404,0.326
190001,2,35.5552,-7233.97,1.19374,0.324
195001,4,67.8103,-7235.32,1.98506,0.377
200001,2,35.0237,-7235.88,1.46258,0.415
205001,2,35.7082,-7237.57,0.0831899,0.3
210001,2,33.9852,-7230.92,0.557525,0.294
215001,2,34.2471,-7236.97,0.239222,0.383
220001,3,50.5234,-7233.12,0.995779,0.348
225001,4,67.8905,-7233.01,2.27642,0.361
230001,2,35.5124,-7232.14,0.941476,0.304
235001,2,36.3222,-7232.97,0.0676091,0.267
240001,3,49.5281,-7237.69,1.29572,0.348
245001,3,51.5028,-7234.48,1.00922,0.388
250001,2,36.3316,-7236.02,0.580952,0.253
255001,2,36.2276,-7235.87,1.35588,0.254
260001,2,33.7934,-7231.21,0.350874,0.248
265001,3,51.2056,-7232.31,0.577703,0.29
270001,2,37.6605,-7238.44,0.248,0.298
275001,2,34.6234,-7224.28,0.573539,0.27
280001,2,30.0212,-7221.94,4.19759,0.26
285001,3,45.146,-7227.85,0.635264,0.301
290001,2,36.0309,-7224.13,0.654438,0.27
295001,2,36.0116,-7224.03,0.513227,0.259
300001,2,35.9859,-7225.4,0.502831,0.265
305001,2,35.8097,-7223.53,0.0905143,0.25
310001,2,35.5882,-7221.69,0.185676,0.262
315001,2,35.1418,-7224,0.985437,0.28
320001,2,35.5071,-7221.81,0.474199,0.266
325001,2,35.0795,-7224.56,1.5169,0.3
330001,3,52.7942,-7219.49,0.630577,0.31
335001,2,35.1689,-7223.83,1.03121,0.314
340001,2,36.3009,-7222.72,0.0389032,0.254
345001,3,51.7027,-7226.33,0.187418,0.243
350001,2,35.2264,-7226.5,0.692467,0.238
355001,2,34.204,-7225.09,2.86955,0.265
360001,2,36.7929,-7222.92,0.2316,0.302
365001,2,37.1756,-7222.09,0.111516,0.266
370001,3,47.9023,-7222.6,1.08783,0.289
375001,2,35.135,-7226.45,0.760357,0.27
380001,2,33.0847,-7222.77,0.779722,0.232
385001,3,45.5165,-7224.34,1.69052,0.286
390001,2,31.1332,-7224.78,0.0775388,0.242
395001,2,36.361,-7227.29,0.701567,0.25
400001,3,49.2254,-7227.71,1.83885,0.268
405001,4,68.3513,-7224.18,0.520838,0.317
410001,2,32.9605,-7223.16,1.4071,0.259
415001,2,34.7599,-7224.18,1.55593,0.293
420001,2,34.5297,-7225.06,1.16073,0.245
425001,2,34.5288,-7226.32,0.260413,0.329
430001,2,33.9192,-7221.26,0.160903,0.317
435001,2,35.2654,-7222.1,0.56774,0.306
440001,3,51.2071,-7224.54,1.75438,0.288
445001,2,29.1929,-7225.72,5.57451,0.236
450001,2,36.6095,-7226.95,0.610729,0.297
455001,3,50.863,-7219.02,0.27659,0.271
460001,4,68.4972,-7214.55,0.663879,0.254
465001,5,74.6647,-7211.61,2.46778,0.338
470001,3,45.4965,-7205.84,5.02459,0.24
475001,5,78.6929,-7193.25,0.260427,0.351
480001,3,48.2374,-7201.5,1.62959,0.304
485001,3,48.3043,-7200.16,0.898281,0.382
490001,3,48.936,-7197.01,0.16297,0.37
495001,5,84.1865,-7195.86,0.344126,0.373
500001,3,48.1774,-7199.87,2.53237,0.278
505001,5,85.0778,-7197.86,0.602,0.319
510001,3,50.2361,-7198.62,1.23396,0.349
515001,3,50.3284,-7194.89,0.279619,0.318
520001,4,67.1579,-7198.74,0.950483,0.308
525001,6,94.5854,-7194.7,0.326456,0.385
530001,4,64.0929,-7208.03,0.868009,0.367
535001,2,33.2132,-7204.63,0.188916,0.27
540001,3,51.0315,-7204.09,0.0995039,0.322
545001,2,28.7754,-7205.45,1.4365,0.28
550001,3,49.6527,-7202.4,2.99621,0.353
555001,4,66.7847,-7198.48,1.93919,0.296
560001,3,50.1916,-7200.46,1.55922,0.279
565001,3,51.258,-7211,0.00862451,0.278
570001,2,34.173,-7209.09,0.208505,0.348
575001,3,50.8376,-7210.73,1.35531,0.302
580001,2,32.1951,-7217.71,0.493217,0.341
585001,3,45.1984,-7204.85,2.78721,0.299
590001,2,31.6275,-7204.95,0.522277,0.299
595001,2,34.0032,-7206.59,0.798886,0.327
600001,2,32.8816,-7208.65,0.835482,0.268
605001,2,32.6499,-7205.89,0.940934,0.305
610001,1,17.1382,-7209.67,0.255409,0.207
615001,2,32.7859,-7205.39,1.6503,0.218
620001,2,35.0824,-7207.96,0.0992009,0.358
625001,3,48.8199,-7204.33,0.0471747,0.307
630001,3,49.5026,-7202.42,0.547173,0.419
635001,3,52.0495,-7203.75,0.0124337,0.278
640001,5,80.2815,-7203.89,0.450742,0.387
645001,3,45.0899,-7207.97,1.54008,0.323
650001,3,46.9924,-7219.18,1.04968,0.209
655001,1,16.9611,-7214.48,1.48873,0.216
660001,1,15.163,-7215.36,1.34758,0.287
665001,1,17.8545,-7214.11,0.222382,0.203
670001,2,33.217,-7218.12,1.04748,0.347
675001,1,17.5607,-7214.54,0.672014,0.22
680001,2,30.5912,-7208.96,2.21236,0.252
685001,1,15.4412,-7208.69,0.228741,0.198
690001,0,-1.37086,-7218.76,1.7487,0.168
695001,0,-2.33853,-7217.73,2.51096,0.219
700001,0,-1.14798,-7216.97,1.25529,0.333
705001,0,-1.09719,-7215.17,0.751343,0.23
710001,0,-0.591193,-7215.91,0.372568,0.308
715001,0,-1.7185,-7215.94,1.50938,0.182
720001,0,-1.02157,-7217.5,1.20392,0.182
725001,0,-1.03224,-7216.04,0.939019,0.188
730001,0,-0.854312,-7214.85,0.419428,0.192
735001,0,-1.52884,-7214.58,0.974293,0.172
740001,0,-4.72818,-7214.55,3.87186,0.237
745001,0,-2.24571,-7214.32,1.24909,0.243
750001,0,-2.87131,-7214.26,1.91959,0.177
755001,0,-0.567986,-7217.37,0.678816,0.152
760001,2,30.6296,-7204.51,0.406978,0.405
765001,1,13.366,-7209.01,0.72568,0.316
770001,0,-0.380919,-7215.55,0.0264211,0.269
775001,2,26.5784,-7212.95,3.10026,0.425
780001,0,-1.45968,-7215.35,0.336227,0.173
785001,1,11.6209,-7215.3,0.268145,0.252
790001,0,-1.03735,-7214.05,0.0608235,0.263
795001,0,-0.756329,-7214.5,0.153113,0.233
800001,0,-2.51387,-7216.38,2.20892,0.305
805001,0,-0.101278,-7217.33,0.0347561,0.213
810001,0,-1.2748,-7217.81,1.38822,0.192
815001,0,-0.210438,-7216.1,0.0387583,0.25
820001,0,-0.806536,-7214.32,0.0604716,0.308
825001,0,-1.22566,-7215.01,0.646676,0.186
