generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1,2511,6981,0,0.032,0,0.005,0
5001,2511,6981,0,0.0149798,0,0.0147134,0
5001,188,3981,15728.6,0.00119702,-0.0017825,2.33241e-05,0
5001,572,2733,11996.7,0.000536679,1.93495e-05,0.000854965,0
5001,844,5407,17899.1,0.00074338,-8.42e-05,0.00105275,0
5001,1706,3526,10413.5,0.000379406,-3.42969e-05,0.000181908,0
5001,725,5345,13160.2,0.00119456,-4.78573e-05,0.000915194,0
5001,1897,3393,12508.5,0.000210892,1.371e-05,0.000253646,0
5001,27,NA,17634.7,0.000543321,-0.0018774,0.000481728,0
5001,1071,6469,20143.4,0.000157279,2.68119e-05,0.000855171,0
5001,6053,6280,13806.2,0.000373866,-2.97739e-05,0.000560035,0
5001,4144,NA,25629.2,0.000306678,4.14951e-05,0.00190976,0
5001,809,NA,27504.4,0.00113089,-0.0158802,0.00256857,0
5001,737,4986,19847.3,0.000897823,-0.00130562,0.000386069,0
5001,1502,NA,27090.9,0.00125479,4.7353e-05,0.0039224,0
5001,4910,6589,14082.2,0.000257735,8.74174e-06,0.000626281,0
5001,5858,7095,22460.5,0.000281983,1.50699e-05,0.000979788,0
5001,2148,4527,18188.3,0.000406256,-4.27099e-05,0.000629289,0
5001,3026,6403,25672.5,0.000570763,-0.00193131,0.00135626,0
5001,6925,6801,25950.6,0.000781629,1.56288e-05,0.00259237,0
5001,4923,4608,19330.7,0.000217808,2.10352e-06,0.000450739,0
5001,5072,6554,6608.77,0.00165574,-0.00143002,3.68208e-06,0
5001,2687,5076,5184.15,0.000199027,1.27162e-05,0.000271889,0
10001,2511,6981,0,0.0149798,0,0.0147134,0
10001,188,3981,16916.5,0.00257844,-0.0127667,0.000427805,0
10001,3516,4056,16398.3,0.000375431,2.0206e-05,0.000629044,0
10001,844,5407,16108.2,0.000240501,-8.42e-05,0.000542237,0
10001,1706,3526,6903.69,0.000193755,-3.42969e-05,1.08234e-05,0
10001,1897,3393,11059.2,0.000154958,1.371e-05,3.06489e-05,0
10001,6594,NA,13324,0.000322501,-0.0074097,0.000447851,0
10001,27,NA,14255.1,0.000678877,-0.0018774,0.00052446,0
10001,2148,4527,17867,0.000540134,-4.27099e-05,0.000438478,0
10001,5082,NA,21762.9,0.000272155,-0.00389207,0.000525799,0
10001,4927,7194,25545.1,0.00262657,-1.27719e-05,0.00266881,0
10001,328,NA,26555,0.000267581,-0.00526463,0.00316867,0
10001,2040,NA,25292,0.000373004,1.38126e-06,0.00168176,0
10001,6053,6280,11906.5,0.000129816,-2.97739e-05,0.000488998,0
10001,6196,6118,15857.7,0.000353384,-6.68104e-06,0.00058152,0
10001,3849,5368,20218.6,0.00135101,2.68119e-05,0.0017354,0
10001,4014,3588,15061,0.000183075,3.07245e-05,0.000111004,0
10001,2315,4653,8998.72,0.00109607,-4.78573e-05,0.00069731,0
