generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,2511,6981,0,0.032,0,0.005,0
5000,2511,6981,0,0.100178,-0.0144092,0.0291525,0
10000,2511,6981,0,0.186056,-0.0186954,0.0568022,0
15000,2511,6981,0,0.218201,-0.0194604,0.0692781,0
20000,2511,6981,0,0.267997,-0.0205704,0.0815174,0
20000,3372,4245,56.8886,0.149472,-0.0181283,0.0220125,0
25000,2511,6981,0,0.248631,-0.0213889,0.0764422,0
25000,687,3772,12.3929,0.300225,-0.0277536,0.0633718,0
30000,2511,6981,0,0.263667,-0.02151,0.0817181,0
30000,6818,328,1.14418,0.835798,-0.181936,0.0357194,0
30000,492,687,11.2537,0.2936,-0.025969,0.0684486,0
35000,2511,6981,0,0.26921,-0.0224023,0.0849871,0
35000,1596,374,8.43582,0.280629,-0.0254303,0.0711674,0
40000,2511,6981,0,0.265061,-0.0220795,0.0826234,0
40000,5068,NA,99.0197,0.0876569,0.0097602,0.45022,0
40000,1596,374,8.04379,0.297455,-0.0245527,0.0814464,0
45000,2511,6981,0,0.258348,-0.0222756,0.0803346,0
45000,6818,328,1.33305,0.682816,-0.119606,0.0365178,0
45000,1596,374,8.05319,0.28371,-0.0254763,0.0707902,0
50000,2511,6981,0,0.296991,-0.0230715,0.0907438,0
50000,374,381,9.03985,0.298396,-0.0251146,0.0758748,0
55000,2511,6981,0,0.283165,-0.0213745,0.0911307,0
55000,6818,328,1.11396,0.393094,-0.123717,0.0208482,0
55000,374,381,8.88186,0.270655,-0.0253873,0.067148,0
60000,2511,6981,0,0.292425,-0.02205,0.0934123,0
60000,374,381,9.04667,0.27187,-0.0245272,0.072345,0
65000,2511,6981,0,0.285678,-0.0213693,0.0948948,0
65000,374,381,9.11052,0.257821,-0.0251241,0.065062,0
70000,2511,6981,0,0.284606,-0.0216803,0.0935563,0
70000,374,381,8.86039,0.2636,-0.0242396,0.0690424,0
75000,2511,6981,0,0.292385,-0.0218524,0.0934895,0
75000,328,7327,1.77754,0.815888,-0.157623,0.0303764,0
75000,374,381,8.87663,0.282122,-0.0247903,0.0744454,0
80000,2511,6981,0,0.28545,-0.0225695,0.088388,0
80000,374,381,9.17112,0.275928,-0.024737,0.0734497,0
85000,2511,6981,0,0.28012,-0.0218524,0.093846,0
85000,6818,328,1.19774,0.593619,-0.113814,0.0432735,0
85000,1596,662,7.68337,0.294644,-0.0253638,0.073792,0
90000,2511,6981,0,0.281563,-0.0211495,0.092562,0
90000,6818,328,1.21633,0.719798,-0.217508,0.0112061,0
90000,4107,7096,89.7693,0.896305,0.0137258,0.946236,0
90000,374,381,9.13026,0.28039,-0.0249035,0.0757003,0
95000,2511,6981,0,0.263259,-0.0220445,0.0840479,0
95000,374,381,9.11647,0.267345,-0.0238,0.0735999,0
100000,2511,6981,0,0.289029,-0.021208,0.0962728,0
100000,6818,328,1.0599,0.320552,-0.138704,0.00875485,0
100000,374,381,9.18384,0.294087,-0.0245409,0.0803214,0
105000,2511,6981,0,0.295979,-0.0221118,0.0940783,0
105000,374,381,8.96747,0.269965,-0.0238335,0.076608,0
110000,2511,6981,0,0.285699,-0.0220506,0.0911421,0
110000,374,381,9.00534,0.28201,-0.0241909,0.0750417,0
115000,2511,6981,0,0.28769,-0.0212915,0.0936148,0
115000,6818,328,1.08811,0.411539,-0.128806,0.0123126,0
115000,374,381,9.173,0.277101,-0.0239254,0.0779945,0
120000,2511,6981,0,0.302831,-0.0220506,0.0969955,0
120000,1596,374,8.23202,0.295291,-0.0232909,0.0843623,0
125000,2511,6981,0,0.295249,-0.0210736,0.0975539,0
125000,374,381,8.99606,0.258212,-0.0229836,0.0712559,0
130000,2511,6981,0,0.28661,-0.0215029,0.0943159,0
130000,1596,374,8.06607,0.269146,-0.0235746,0.0726133,0
135000,2511,6981,0,0.27177,-0.0215289,0.0880932,0
135000,1596,662,7.7276,0.261617,-0.0224936,0.0755889,0
140000,2511,6981,0,0.272124,-0.0221546,0.0859481,0
140000,374,381,9.00516,0.264812,-0.023538,0.0716788,0
145000,2511,6981,0,0.29307,-0.0222551,0.0926466,0
145000,1596,374,8.15449,0.272835,-0.0241538,0.0762536,0
150000,2511,6981,0,0.300776,-0.0220213,0.0961602,0
150000,1596,374,8.10872,0.293974,-0.0243447,0.0802031,0
155000,2511,6981,0,0.28089,-0.0229016,0.0818454,0
155000,6818,328,1.15703,0.696428,-0.205317,0.00953793,0
