generation,N_shifts,eventRate
1,1,1
5001,3,1.56718
10001,3,0.446783
15001,1,0.333175
20001,0,0.698909
25001,1,0.246893
30001,3,2.04908
35001,1,2.95469
40001,0,0.402827
45001,0,0.296606
50001,0,0.728886
55001,1,0.765503
60001,0,0.0585376
65001,3,1.42457
70001,1,1.21687
75001,1,0.440251
80001,2,1.93309
85001,3,2.00722
90001,1,4.14728
95001,0,0.202605
100001,3,4.32339
105001,0,0.238926
110001,0,0.753238
115001,1,1.3361
120001,1,0.65251
125001,1,1.16779
130001,0,1.97731
135001,3,2.90732
140001,1,0.663052
145001,1,3.48622
150001,1,1.27755
155001,1,0.179019
160001,1,0.699197
165001,1,0.948624
170001,1,2.5989
175001,2,1.14494
180001,2,0.546321
185001,0,0.171706
190001,0,1.43234
195001,0,0.182897
200001,0,1.10515
205001,2,0.188296
210001,0,1.1876
215001,1,5.419
220001,0,1.74187
225001,2,0.66774
230001,0,0.17349
235001,0,0.334413
240001,0,0.247855
245001,0,0.794217
250001,0,0.667275
255001,1,1.62685
260001,2,2.3553
265001,1,2.54581
270001,1,0.59724
275001,2,0.268322
280001,0,1.14654
285001,1,1.06759
290001,1,0.126556
295001,0,0.95658
300001,1,2.20349
305001,3,1.25514
310001,0,0.656546
315001,0,0.181198
320001,1,0.788194
325001,0,0.730688
330001,0,0.594878
335001,2,3.74349
340001,0,0.901611
345001,0,0.341169
350001,2,2.52484
355001,0,0.579995
360001,0,1.48498
365001,0,0.00827254
370001,4,0.699791
375001,0,0.11057
380001,0,0.0780731
385001,0,0.868021
390001,1,0.97947
395001,0,0.946883
400001,1,0.0204648
405001,0,2.16832
410001,0,0.0573841
415001,1,0.931649
420001,1,0.161917
425001,0,0.717666
430001,1,2.13327
435001,0,0.193615
440001,1,0.878584
445001,0,0.65789
450001,1,2.33366
455001,2,3.30247
460001,0,1.01004
465001,0,0.00717511
470001,2,2.90891
475001,0,0.948926
480001,0,2.05385
485001,1,0.854205
490001,0,0.488288
495001,1,2.04963
500001,0,1.48902
505001,0,0.274391
510001,1,0.922046
515001,1,1.94222
520001,0,0.108828
525001,1,0.592634
530001,0,0.314556
535001,0,0.12509
540001,0,0.365213
545001,0,0.228208
550001,1,1.40103
555001,1,0.0250233
560001,1,3.1273
565001,1,0.277277
570001,3,0.660023
575001,0,0.156612
580001,1,5.15109
585001,1,0.412982
590001,3,0.601945
595001,1,0.834178
600001,2,0.49278
605001,2,1.62477
610001,2,1.56957
615001,0,1.05207
620001,6,3.84168
625001,2,0.960612
630001,1,2.22354
635001,0,0.441685
640001,2,0.975063
645001,2,3.55179
650001,0,1.56352
655001,0,0.110078
660001,0,0.405881
665001,0,0.0180555
670001,0,0.519397
675001,0,0.310252
680001,0,2.97937
685001,0,0.441238
690001,0,0.192105
695001,3,1.8666
700001,0,0.030545
705001,1,0.833902
710001,1,2.78441
715001,0,0.032928
720001,0,1.66062
725001,2,0.547184
730001,1,2.76484
735001,0,0.904844
740001,0,0.6109
745001,0,0.268414
750001,1,0.5248
755001,1,1.56497
760001,2,1.18562
765001,4,4.1698
770001,1,0.0674191
775001,2,1.88188
780001,0,0.6153
785001,0,0.650794
790001,0,0.00267404
795001,0,0.0316128
800001,1,0.124403
805001,1,0.110751
