generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1,0,-509.94,-1.98862e+06,1,0
5001,24,111.024,-36452.7,3.17639,0.4042
10001,20,39.2109,-31793.4,0.287296,0.3764
15001,23,90.7271,-31613.5,0.6338,0.3486
20001,29,198.34,-31388.4,0.713969,0.3718
25001,28,187.984,-31161,0.260086,0.3884
30001,31,241.644,-31047.2,0.226834,0.3692
35001,32,260.558,-30954.9,1.25457,0.354
40001,34,296.618,-30670.5,0.264241,0.3564
45001,34,292.588,-30499.6,1.2571,0.3612
50001,34,303.183,-30450.5,0.542092,0.3584
55001,33,282.08,-30392.1,2.23826,0.3658
60001,32,262.52,-30369.6,1.69272,0.3694
65001,34,293.658,-30264.1,3.52991,0.3532
70001,34,299.425,-30220.1,1.36427,0.3518
75001,35,313.802,-30173.6,0.513617,0.3498
80001,34,296.521,-30165.7,0.572002,0.334
85001,37,345.076,-30127.9,0.24949,0.3464
90001,36,331.219,-30091,2.33026,0.3522
95001,37,356.227,-29955.7,0.067587,0.3418
100001,37,355.821,-29872,0.00232171,0.3648
105001,38,372.965,-29730.5,0.24629,0.3406
110001,37,352.99,-29607.3,3.2706,0.3508
115001,40,415.158,-29565.4,1.06117,0.342
120001,40,414.443,-29549.1,0.895228,0.3632
125001,36,336.138,-29543.9,1.09954,0.355
130001,36,342.585,-29441.6,0.149185,0.3388
135001,36,339.723,-29441.5,0.655728,0.3546
140001,33,286.575,-29436.2,0.325573,0.3498
145001,33,288.393,-29425.7,0.749049,0.348
150001,32,268.878,-29409,2.13281,0.3412
155001,32,268.722,-29407.5,1.07486,0.3268
160001,33,286.527,-29409.8,0.776924,0.3364
165001,34,304.426,-29385.9,0.576107,0.344
170001,35,326.889,-29331.8,0.00631845,0.3372
175001,35,323.319,-29311.1,1.00358,0.3422
180001,35,321.189,-29297.6,0.325519,0.333
185001,35,316.493,-29300.9,0.507447,0.3312
190001,34,303.979,-29290,0.170843,0.3362
195001,34,305.62,-29254.2,2.09347,0.3304
200001,34,305.127,-29258,0.333334,0.3298
205001,34,309.332,-29209.9,0.413422,0.3378
210001,35,326.866,-29196.9,0.580585,0.3206
215001,34,297.291,-29192.6,2.99336,0.3244
220001,34,298.164,-29165.4,0.3101,0.3182
225001,36,332.096,-29146.9,1.68688,0.3096
230001,34,297.72,-29127.8,0.122456,0.3208
235001,33,285.275,-29121.2,0.204366,0.3298
240001,33,286.716,-29127.5,0.753326,0.331
245001,33,289.255,-29129.7,0.800364,0.3316
250001,32,272.113,-29114.3,0.010702,0.3372
255001,31,256.052,-29120.6,0.0596927,0.3312
260001,31,255.474,-29118.6,0.600871,0.3188
265001,30,235.703,-29133,0.280233,0.3206
270001,26,163.098,-29065.3,0.152558,0.3572
275001,18,7.14278,-29031.8,0.678065,0.3514
280001,17,317.657,-29038,1.86447,0.3126
285001,5,97.7925,-29038.5,0.324368,0.3406
290001,2,40.6496,-28963.7,0.338452,0.2488
295001,1,21.4711,-28905.5,2.3769,0.1904
300001,1,22.9753,-28887.5,0.950299,0.2264
305001,1,23.7891,-28890.2,0.165477,0.175
310001,2,42.6914,-28886.2,0.420998,0.1936
315001,1,23.524,-28886.7,0.498587,0.1674
320001,2,41.1025,-28885.5,1.88638,0.1888
325001,2,40.8692,-28884.3,0.317836,0.2396
330001,2,38.6395,-28883,3.25036,0.2072
335001,1,21.8357,-28885.4,1.79808,0.1842
340001,1,23.6396,-28884.7,0.124111,0.188
345001,1,22.4488,-28885.2,1.33885,0.1696
350001,2,41.2152,-28884.8,1.40716,0.1848
355001,1,23.2818,-28884.6,0.294698,0.156
360001,1,23.4816,-28886.2,0.00293177,0.1946
365001,1,22.2715,-28884.8,1.33923,0.1876
370001,1,23.4601,-28883.7,0.293929,0.2198
375001,1,22.8718,-28885.6,0.580852,0.1758
380001,2,42.7896,-28883.9,0.160673,0.2472
385001,1,22.9644,-28885.8,0.824331,0.2102
390001,1,21.8575,-28886,2.03496,0.1602
395001,1,22.894,-28884.4,0.821131,0.2172
400001,2,42.4114,-28886.8,0.317119,0.1866
405001,1,23.0379,-28884.1,0.79909,0.173
410001,2,41.0509,-28884.1,0.424679,0.1666
415001,1,24.0934,-28887.3,0.0312105,0.227
420001,2,42.5149,-28884.6,0.48203,0.2488
