generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1,28551,31848,0,0.032,0,0.005,0
2001,28551,31848,0,0.025287,0,0.0249578,0
2001,26263,31299,16767.9,0.000134722,-2.4558e-05,8.32529e-05,0
2001,26911,28257,24463.7,0.000538142,-0.000137828,0.000159972,0
2001,26643,27926,19672.6,0.00156377,2.99853e-05,0.00222745,0
2001,17668,30044,17625.2,0.000900026,-3.2318e-05,0.00113156,0
2001,29960,NA,19068,0.00061774,-1.80538e-05,0.00132751,0
2001,13334,30014,23394,0.000192409,3.97593e-05,0.000618113,0
2001,33415,NA,25781.9,2.95212e-05,-0.00827989,0.00142656,0
2001,28823,NA,21040.8,0.0002289,-0.00258262,0.000718969,0
2001,12452,26640,12340.2,0.00079249,-6.48133e-05,0.000591744,0
2001,24273,31892,23268.6,0.000893813,9.97699e-06,0.00112191,0
4001,28551,31848,0,0.025287,0,0.0249578,0
4001,33468,33810,21625.3,0.000702129,-1.95905e-06,0.00129695,0
4001,33363,32343,24682.4,0.00102151,9.73341e-06,0.00115808,0
4001,30165,25294,2870.25,0.00123778,4.88617e-06,0.00103795,0
4001,26263,31299,12913.2,0.000111923,-2.4558e-05,0.000146602,0
4001,26911,28257,23761.8,0.000906035,-0.000137828,0.00042857,0
4001,30326,27948,8932.11,0.00142116,2.99853e-05,0.00208524,0
4001,18469,29947,14700.4,0.00028607,-1.08767e-05,0.000224461,0
4001,20681,32074,26357.6,0.00038198,8.60401e-05,0.00121173,0
4001,15591,17668,16437.5,0.00100122,-3.2318e-05,0.000847627,0
4001,10893,15882,13458.7,0.000165901,4.35002e-05,0.00019653,0
4001,13334,30014,22197.8,0.000498197,3.97593e-05,0.000164796,0
4001,30209,NA,24422.9,0.000821723,-0.00221281,0.000538518,0
4001,23690,28577,17075.4,0.00117019,9.97699e-06,0.00130085,0
4001,33415,NA,26049,0.000364512,-0.00827989,0.000798371,0
4001,29960,NA,20688.6,0.000304188,-1.80538e-05,0.000509283,0
4001,12452,26640,10952.3,0.00159084,-6.48133e-05,0.000984542,0
4001,32757,31860,23945.5,0.00151898,5.58188e-06,0.00167053,0
4001,29910,31285,19565.7,0.000441943,-1.99817e-07,0.000430229,0
6001,28551,31848,0,0.025287,0,0.0249578,0
6001,33468,23596,20005.9,0.000592695,-1.95905e-06,0.000660251,0
6001,26263,31299,12809.9,0.000285391,-2.4558e-05,0.000180885,0
6001,26911,28257,23909.2,0.000998018,-0.000137828,0.000642629,0
6001,15591,30400,13598.2,0.000500189,-3.2318e-05,0.000248853,0
6001,24437,17116,9959.39,9.68413e-05,4.35002e-05,0.000105384,0
6001,29960,NA,23315.6,0.00012714,-0.00548152,0.000479883,0
6001,23397,32923,6904.49,0.000606142,-1.99817e-07,0.000758546,0
6001,30165,32348,1517.47,0.00107719,4.88617e-06,0.00115689,0
6001,31770,30311,18369.7,0.000480424,4.51476e-05,0.000581715,0
6001,32541,30137,11090.4,0.000169019,8.60401e-05,0.000536186,0
8001,28551,31848,0,0.025287,0,0.0249578,0
8001,33468,23596,17677.8,0.000718725,-1.95905e-06,0.000931694,0
8001,33010,34768,22142.6,4.8792e-05,5.99782e-05,0.00036726,0
8001,17736,NA,18898.1,0.000194965,4.47044e-05,1.61405e-05,0
8001,31371,27715,5568.81,6.02107e-05,4.35002e-05,4.05562e-07,0
8001,23397,32923,4562.11,0.000387878,-1.99817e-07,0.00036605,0
8001,31848,33789,6.86121,0.00106825,4.88617e-06,0.00115642,0
10001,28551,31848,0,0.025287,0,0.0252451,0
10001,32610,27530,17399.4,0.00014397,-1.99817e-07,0.000532902,0
10001,33468,23596,14082.7,0.000474818,-1.95905e-06,0.000478378,0
10001,30165,25294,2660.91,6.02107e-05,4.35002e-05,1.08873e-06,0
10001,31848,33789,6.86121,0.00106711,4.88617e-06,0.00112715,0
12001,28551,31848,0,0.025287,0,0.0252451,0
12001,32610,30380,12375.6,0.000447403,-1.99817e-07,0.000517609,0
12001,33468,23596,12896.6,0.000555644,-1.95905e-06,0.000777181,0
12001,30165,27271,789.229,5.40698e-05,4.35002e-05,2.75786e-06,0
12001,31848,33789,3.99027,0.00107156,4.88617e-06,0.00111778,0
14001,28551,31848,0,0.025287,0,0.0252451,0
14001,32610,30380,6231.41,0.000281818,-1.99817e-07,0.000272037,0
14001,33468,23596,12947.3,0.000813276,-1.95905e-06,0.000986375,0
14001,30165,27271,747.031,5.26939e-05,4.35002e-05,2.62734e-07,0
14001,31848,33789,3.99027,0.000908833,4.88617e-06,0.000943506,0
16001,28551,31848,0,0.025287,0,0.0252451,0
16001,28551,32610,3610.22,0.000841866,-1.99817e-07,0.000924348,0
16001,31650,32532,10190.7,0.000613149,-1.02112e-05,0.000488567,0
16001,30165,27271,1325.64,5.7427e-05,4.35002e-05,1.99073e-07,0
16001,31848,33789,6.8766,0.000845617,4.88617e-06,0.000903488,0
18001,28551,31848,0,0.025287,0,0.0252451,0
18001,28551,32610,2173.45,0.00077751,-1.99817e-07,0.000887484,0
18001,33468,31650,5332.42,0.000347836,-1.02112e-05,0.00023684,0
18001,30165,27271,572.671,5.56548e-05,4.35002e-05,4.43454e-06,0
18001,31848,33789,6.8766,0.000851603,4.88617e-06,0.000903488,0
20001,28551,31848,0,0.025287,0,0.0252451,0
20001,28551,31912,19.2133,0.00061335,-1.99817e-07,0.000583733,0
20001,30165,27271,714.555,5.36765e-05,4.35002e-05,1.06276e-06,0
20001,31848,33789,8.78675,0.000859794,4.88617e-06,0.000876574,0
22001,28551,31848,0,0.025287,0,0.0252451,0
22001,28551,31912,16.1043,0.000566652,-1.99817e-07,0.000525076,0
22001,30651,31941,18089.3,0.000622642,-6.39821e-06,0.000496513,0
22001,30165,27271,922.024,5.36765e-05,4.35002e-05,4.15818e-07,0
22001,31848,33789,6.5864,0.000770062,4.88617e-06,0.00083428,0
24001,28551,31848,0,0.025287,0,0.0252451,0
24001,28551,31912,16.1043,0.000539403,-1.99817e-07,0.000508486,0
24001,25862,30651,14820.5,0.000906172,-6.39821e-06,0.00072918,0
24001,30165,27271,1363.69,5.36765e-05,4.35002e-05,8.86566e-07,0
24001,31848,33789,3.37058,0.000752264,4.88617e-06,0.000813782,0
26001,28551,31848,0,0.025287,0,0.0253034,0
26001,28551,31912,39.3656,0.000471278,-1.99817e-07,0.000464398,0
26001,25862,27694,10657.5,0.00151882,-6.39821e-06,0.00136759,0
26001,30165,27271,1389.45,5.46684e-05,4.35002e-05,2.88891e-06,0
26001,31848,33789,3.66177,0.000695275,4.88617e-06,0.000691746,0
28001,28551,31848,0,0.025287,0,0.0253034,0
28001,28551,31912,30.9102,0.000480335,-1.99817e-07,0.000430921,0
28001,29121,34000,25543,0.000733982,-3.54911e-05,0.00117901,0
28001,25862,27694,8176.8,0.00134579,-6.39821e-06,0.00124642,0
28001,30165,27271,1151.35,5.15191e-05,4.35002e-05,1.90483e-07,0
28001,31848,33789,3.66177,0.000637177,4.88617e-06,0.000621224,0
30001,28551,31848,0,0.025287,0,0.0253034,0
30001,28551,31912,22.2433,0.00046561,-1.99817e-07,0.000443428,0
30001,25862,27694,8442.21,0.00124161,-6.39821e-06,0.0011673,0
30001,30165,27271,880.101,5.20273e-05,4.35002e-05,1.46203e-06,0
30001,31848,33789,3.66177,0.000623188,4.88617e-06,0.000643783,0
32001,28551,31848,0,0.025287,0,0.0252873,0
32001,28551,31912,48.4937,0.000496354,-1.99817e-07,0.000464856,0
32001,9184,NA,26997.5,0.000715907,1.77979e-06,0.000571772,0
32001,25862,30651,11375.3,0.00131725,-6.39821e-06,0.00112309,0
32001,30165,27271,1000.49,5.35906e-05,4.35002e-05,1.67285e-06,0
32001,31848,33789,3.66177,0.000623188,4.88617e-06,0.000654225,0
34001,28551,31848,0,0.025287,0,0.0252935,0
34001,28551,31912,37.8068,0.000557977,-1.99817e-07,0.000555549,0
34001,30165,27271,1084.7,5.4068e-05,4.35002e-05,1.03384e-06,0
34001,31848,33789,9.49512,0.000571079,4.88617e-06,0.000596542,0
36001,28551,31848,0,0.025287,0,0.0252935,0
36001,28551,31912,40.8011,0.000574413,-1.99817e-07,0.000540366,0
36001,30171,NA,28332.1,0.000426216,-3.11281e-05,0.00212813,0
36001,30165,27271,911.49,5.24022e-05,4.35002e-05,2.69841e-07,0
36001,31848,33789,9.63887,0.000499043,4.88617e-06,0.000488716,0
38001,28551,31848,0,0.025287,0,0.025178,0
38001,28551,31912,27.0042,0.000527315,-1.99817e-07,0.000513713,0
38001,30165,25294,1768.52,5.23134e-05,4.35002e-05,2.53872e-06,0
38001,31848,33789,5.93877,0.000471397,4.88617e-06,0.000454528,0
40001,28551,31848,0,0.0251998,0,0.025178,0
40001,28551,31912,26.9245,0.000574431,-1.99817e-07,0.000521124,0
40001,31611,24214,4516.11,5.89931e-05,4.35002e-05,5.53743e-07,0
40001,34619,NA,29811.1,0.00168788,-4.23241e-05,0.00156449,0
40001,31848,33789,0.858339,0.000448887,4.88617e-06,0.000437081,0
42001,28551,31848,0,0.0251998,0,0.025178,0
42001,28551,31912,38.7495,0.00057439,-1.99817e-07,0.000560068,0
42001,30945,29805,25462.1,0.000357806,7.48853e-06,0.000161238,0
42001,31611,24214,4404.78,6.04153e-05,4.35002e-05,2.19731e-06,0
42001,31848,33789,0.858339,0.000369709,4.88617e-06,0.000365371,0
44001,28551,31848,0,0.0251998,0,0.025178,0
44001,28551,31912,38.7495,0.000558899,-1.99817e-07,0.000534202,0
44001,30945,29805,18009.2,0.000597427,7.48853e-06,0.000567349,0
44001,31611,24214,3869.05,5.58505e-05,4.35002e-05,7.62053e-07,0
44001,22468,NA,23731.6,0.00055719,-0.00136405,2.29261e-06,0
44001,31848,33789,0.593783,0.000340994,4.88617e-06,0.000314322,0
46001,28551,31848,0,0.0251998,0,0.025178,0
46001,28551,31912,38.7495,0.000551127,-1.99817e-07,0.000520654,0
46001,28795,30945,15988.7,0.000908219,7.48853e-06,0.000772749,0
46001,23230,NA,25543.8,0.00228914,-0.00464473,0.000600943,0
46001,30827,34493,28862.7,0.00115114,-3.13336e-05,0.0010111,0
46001,26911,29431,5925.84,5.82347e-05,4.35002e-05,1.99352e-07,0
46001,33067,NA,29143.8,0.000190689,8.25826e-06,0.00165729,0
46001,31848,33789,3.4797,0.000338187,4.88617e-06,0.000311523,0
48001,28551,31848,0,0.0251998,0,0.025178,0
48001,28551,31912,38.7495,0.000569267,-1.99817e-07,0.000556641,0
48001,28795,33389,11880.9,0.000823338,7.48853e-06,0.000853584,0
48001,26911,21938,8107.73,6.29789e-05,4.35002e-05,1.74446e-06,0
48001,31848,33789,6.92937,0.000338187,4.88617e-06,0.000301953,0
50001,28551,31848,0,0.0251998,0,0.025178,0
50001,28551,31912,34.3073,0.000569333,-1.99817e-07,0.000510948,0
50001,28795,33389,8323.85,0.000556862,7.48853e-06,0.000556703,0
50001,26911,21938,6315.43,5.82676e-05,4.35002e-05,6.45556e-07,0
50001,31848,33789,6.92937,0.000338187,4.88617e-06,0.000301953,0
52001,28551,31848,0,0.0251998,0,0.025178,0
52001,28551,31912,15.9014,0.000615997,-1.99817e-07,0.000587808,0
52001,28795,33389,10236.5,0.000720058,7.48853e-06,0.000715062,0
52001,26911,21938,6356.46,5.99104e-05,4.35002e-05,3.78013e-06,0
52001,31848,33789,0.765177,0.000335503,4.88617e-06,0.000304855,0
54001,28551,31848,0,0.0251998,0,0.025178,0
54001,28551,31912,41.4116,0.000599105,-1.99817e-07,0.000574034,0
54001,28795,33389,10707.6,0.000657971,7.48853e-06,0.00075191,0
54001,26911,21938,7639.53,6.0642e-05,4.35002e-05,1.93063e-06,0
54001,31848,33789,7.33439,0.000340484,4.88617e-06,0.000308002,0
56001,28551,31848,0,0.0251998,0,0.025178,0
56001,28551,31912,19.6768,0.000481439,-1.99817e-07,0.000491902,0
56001,28795,33389,10807.2,0.000281689,7.48853e-06,0.000227039,0
56001,26911,21938,8173.3,6.20742e-05,4.35002e-05,8.54885e-08,0
56001,31848,33789,7.33439,0.000329465,4.88617e-06,0.000297186,0
58001,28551,31848,0,0.0251998,0,0.025178,0
58001,28551,31912,19.6768,0.000553173,-1.99817e-07,0.000518242,0
58001,28795,33389,4702.25,0.000189318,7.48853e-06,9.45179e-05,0
58001,26263,NA,19377.9,0.000336453,2.05711e-05,0.000525991,0
