"spp.name","region","extant","env.opt","time.of.origin","time.of.extinction","time.of.sp.origin","reg.env","carry.cap","reg.alpha","time.of.sp.extinction"
26101,9,1,33.6538339499896,23255,34322,23255,32.7272727272727,22000,8.2e-06,34322
26102,1,1,2.52302426243089,23256,34531,23256,3.63636363636364,22000,1e-06,34531
26117,1,1,3.33908294328953,23266,52761,23266,3.63636363636364,22000,1e-06,52761
26137,3,1,10.9315361920826,23286,35456,23286,10.9090909090909,22000,2.8e-06,35456
26142,3,1,9.98007216564937,23290,38312,23290,10.9090909090909,22000,2.8e-06,38312
26160,10,1,36.3335819870468,23301,30622,23301,36.3636363636364,22000,9.1e-06,30622
26173,4,1,14.5356353302996,23314,36563,23314,14.5454545454545,22000,3.7e-06,36563
26187,4,1,14.9710790559428,23322,30961,23322,14.5454545454545,22000,3.7e-06,30961
26193,6,1,22.0116149424633,23324,33310,23324,21.8181818181818,22000,5.5e-06,33310
26200,3,1,11.4361300332339,23327,36135,23327,10.9090909090909,22000,2.8e-06,36135
26202,7,1,25.9616037186426,23328,32992,23328,25.4545454545455,22000,6.4e-06,32992
26202,8,0,25.9616037186426,24594,24619,23328,29.0909090909091,22000,7.3e-06,32992
26210,1,1,4.69737691121273,23332,30297,23332,3.63636363636364,22000,1e-06,30297
26215,5,1,18.0408090606415,23335,33185,23335,18.1818181818182,22000,4.6e-06,33185
26224,4,1,14.0420239264069,23340,34930,23340,14.5454545454545,22000,3.7e-06,34930
26262,9,1,32.7474592337327,23362,33865,23362,32.7272727272727,22000,8.2e-06,33865
26262,8,0,32.7474592337327,33839,33840,23362,29.0909090909091,22000,7.3e-06,33865
26263,5,1,18.5669344962643,23364,39635,23364,18.1818181818182,22000,4.6e-06,39635
26273,5,1,18.8764306998185,23369,32184,23369,18.1818181818182,22000,4.6e-06,32184
26279,4,1,14.8594811348096,23375,33076,23375,14.5454545454545,22000,3.7e-06,33076
26283,4,1,14.7192834642398,23378,44534,23378,14.5454545454545,22000,3.7e-06,44534
26285,1,0,6.90501964354257,29754,29796,23380,3.63636363636364,22000,1e-06,38187
26285,2,1,6.90501964354257,23380,38187,23380,7.27272727272727,22000,1.9e-06,38187
26287,9,1,32.9583548884302,23380,30813,23380,32.7272727272727,22000,8.2e-06,30813
26292,6,1,22.5629038302879,23384,30927,23384,21.8181818181818,22000,5.5e-06,30927
26296,3,1,11.0149047500129,23389,38321,23389,10.9090909090909,22000,2.8e-06,38321
26303,7,1,25.4755872033463,23393,31088,23393,25.4545454545455,22000,6.4e-06,31088
26317,8,0,25.5786850441835,28697,28698,23401,29.0909090909091,22000,7.3e-06,34202
26317,7,1,25.5786850441835,23401,34202,23401,25.4545454545455,22000,6.4e-06,34202
26325,2,1,7.90851391379471,23406,36852,23406,7.27272727272727,22000,1.9e-06,36852
26336,1,1,2.72140551694924,23411,33486,23411,3.63636363636364,22000,1e-06,33486
26363,3,1,10.6193335165585,23430,40383,23430,10.9090909090909,22000,2.8e-06,40383
26403,3,1,9.89027914593261,23464,30459,23464,10.9090909090909,22000,2.8e-06,30459
26408,4,1,14.845784622244,23468,37043,23468,14.5454545454545,22000,3.7e-06,37043
26425,1,1,3.5515972874564,23481,45034,23481,3.63636363636364,22000,1e-06,45034
26426,7,1,25.8548674435225,23482,33148,23482,25.4545454545455,22000,6.4e-06,33148
26433,1,1,2.72179439016359,23487,34709,23487,3.63636363636364,22000,1e-06,34709
26492,7,1,25.6818877915423,23527,34930,23527,25.4545454545455,22000,6.4e-06,34930
26507,5,1,17.8485115303883,23543,32280,23543,18.1818181818182,22000,4.6e-06,32280
26513,8,1,29.1906841412919,23545,34710,23545,29.0909090909091,22000,7.3e-06,34710
26524,2,1,6.56743602258949,23553,45855,23553,7.27272727272727,22000,1.9e-06,45855
26527,5,1,17.4480533711244,23553,40385,23553,18.1818181818182,22000,4.6e-06,40385
26533,3,1,10.2079479844735,23556,31285,23556,10.9090909090909,22000,2.8e-06,31285
26554,5,1,17.9872075505747,23573,42018,23573,18.1818181818182,22000,4.6e-06,42018
26560,2,0,3.17880378988514,53704,53710,23580,7.27272727272727,22000,1.9e-06,60282
26560,1,1,3.17880378988514,23580,60282,23580,3.63636363636364,22000,1e-06,60282
26571,5,1,18.6825076648383,23585,37125,23585,18.1818181818182,22000,4.6e-06,37125
26603,2,1,8.14886531005776,23614,34312,23614,7.27272727272727,22000,1.9e-06,34312
26609,1,1,4.23023411101452,23616,93041,23616,3.63636363636364,22000,1e-06,93041
26630,1,1,4.09010158930461,23632,52934,23632,3.63636363636364,22000,1e-06,52934
26640,6,1,21.028208759865,23637,31146,23637,21.8181818181818,22000,5.5e-06,31146
26643,3,1,11.3562910854352,23638,34726,23638,10.9090909090909,22000,2.8e-06,34726
26656,2,1,6.90590037557747,23652,32679,23652,7.27272727272727,22000,1.9e-06,32679
26682,6,1,22.3798549388034,23672,32191,23672,21.8181818181818,22000,5.5e-06,32191
26693,8,1,28.5987183681383,23681,30025,23681,29.0909090909091,22000,7.3e-06,30025
26694,2,1,7.37504717513058,23682,47776,23682,7.27272727272727,22000,1.9e-06,47776
26705,10,1,35.8523664421842,23694,30396,23694,36.3636363636364,22000,9.1e-06,30396
26714,7,1,25.593681616053,23702,33405,23702,25.4545454545455,22000,6.4e-06,33405
26719,4,1,15.0028802025847,23705,36384,23705,14.5454545454545,22000,3.7e-06,36384
26728,4,1,13.8495092182674,23714,32012,23714,14.5454545454545,22000,3.7e-06,32012
26732,2,1,8.18435569779127,23717,36774,23717,7.27272727272727,22000,1.9e-06,36774
26744,4,1,14.7690231916765,23727,41262,23727,14.5454545454545,22000,3.7e-06,41262
26780,8,1,29.0949054392613,23752,35229,23752,29.0909090909091,22000,7.3e-06,35229
26782,8,1,28.9220582119947,23753,33650,23753,29.0909090909091,22000,7.3e-06,33650
26800,5,1,19.0278101740938,23769,36524,23769,18.1818181818182,22000,4.6e-06,36524
26811,6,1,22.2012486662857,23775,32606,23775,21.8181818181818,22000,5.5e-06,32606
26823,9,1,32.8463731754557,23783,31086,23783,32.7272727272727,22000,8.2e-06,31086
26848,5,1,17.3869614574404,23799,33660,23799,18.1818181818182,22000,4.6e-06,33660
26874,2,1,6.98617354070073,23816,36934,23816,7.27272727272727,22000,1.9e-06,36934
26877,4,1,13.2641930514465,23817,30532,23817,14.5454545454545,22000,3.7e-06,30532
26898,2,1,7.29190115440512,23834,33156,23834,7.27272727272727,22000,1.9e-06,33156
26905,2,1,7.82427403768215,23840,60457,23840,7.27272727272727,22000,1.9e-06,60457
26911,4,1,14.2079413076469,23846,31889,23846,14.5454545454545,22000,3.7e-06,31889
26914,10,1,36.126087632137,23847,30240,23847,36.3636363636364,22000,9.1e-06,30240
26915,1,1,3.96088895723596,23848,81146,23848,3.63636363636364,22000,1e-06,81146
26919,3,1,12.144659952431,23851,36809,23851,10.9090909090909,22000,2.8e-06,36809
26921,3,1,11.0848394854994,23853,33720,23853,10.9090909090909,22000,2.8e-06,33720
26943,4,1,15.2486484480103,23874,32042,23874,14.5454545454545,22000,3.7e-06,32042
26945,6,1,21.7687710248698,23874,30663,23874,21.8181818181818,22000,5.5e-06,30663
26949,6,1,22.615043939714,23877,31867,23877,21.8181818181818,22000,5.5e-06,31867
26958,10,1,36.1303184705407,23881,33834,23881,36.3636363636364,22000,9.1e-06,33834
26993,2,1,7.56568816027801,23911,46808,23911,7.27272727272727,22000,1.9e-06,46808
26999,1,1,3.93383935830769,23918,46340,23918,3.63636363636364,22000,1e-06,46340
27024,7,1,25.5516915284723,23934,31783,23934,25.4545454545455,22000,6.4e-06,31783
27053,6,1,21.2269327649831,23958,32822,23958,21.8181818181818,22000,5.5e-06,32822
27054,8,1,28.2821014102822,23960,32753,23960,29.0909090909091,22000,7.3e-06,32753
27054,7,0,28.2821014102822,26856,26911,23960,25.4545454545455,22000,6.4e-06,32753
27058,4,1,14.6272748081357,23964,30020,23964,14.5454545454545,22000,3.7e-06,30020
27077,3,1,10.6074922003887,23979,30920,23979,10.9090909090909,22000,2.8e-06,30920
27092,8,1,28.8211368182344,23992,31671,23992,29.0909090909091,22000,7.3e-06,31671
27093,8,1,29.3365204393707,23992,40621,23992,29.0909090909091,22000,7.3e-06,40621
27095,1,1,2.8767423937671,23994,43386,23994,3.63636363636364,22000,1e-06,77020
27113,1,1,4.85727276330411,24008,31560,24008,3.63636363636364,22000,1e-06,31560
27142,8,1,28.2325772101343,24024,31017,24024,29.0909090909091,22000,7.3e-06,31017
27183,4,0,11.4905234326693,31569,31570,24055,14.5454545454545,22000,3.7e-06,33007
27183,3,1,11.4905234326693,24055,33007,24055,10.9090909090909,22000,2.8e-06,33007
27199,8,1,29.3604903544512,24067,36222,24067,29.0909090909091,22000,7.3e-06,36222
27204,9,1,33.5744474432538,24070,30713,24070,32.7272727272727,22000,8.2e-06,30713
27212,1,1,4.08548111345546,24077,61492,24077,3.63636363636364,22000,1e-06,61492
27242,5,1,17.1167808647754,24103,30004,24103,18.1818181818182,22000,4.6e-06,30004
27244,9,1,32.7422156479936,24103,31577,24103,32.7272727272727,22000,8.2e-06,31577
27259,2,1,8.31000227426984,24122,37708,24122,7.27272727272727,22000,1.9e-06,37708
27261,5,1,18.3306414624616,24123,31825,24123,18.1818181818182,22000,4.6e-06,31825
27262,8,1,28.1640759584425,24123,30254,24123,29.0909090909091,22000,7.3e-06,30254
27266,10,1,35.8365537514631,24125,30286,24125,36.3636363636364,22000,9.1e-06,30286
27266,9,0,35.8365537514631,26398,26433,24125,32.7272727272727,22000,8.2e-06,30286
27269,1,1,3.81056598133921,24128,58142,24128,3.63636363636364,22000,1e-06,58142
27271,9,1,32.4038542346649,24129,32389,24129,32.7272727272727,22000,8.2e-06,32389
27277,5,1,18.5529899008935,24135,33546,24135,18.1818181818182,22000,4.6e-06,33546
27279,6,1,21.0668761577687,24136,32112,24136,21.8181818181818,22000,5.5e-06,32112
27285,8,1,29.0358497518859,24147,37842,24147,29.0909090909091,22000,7.3e-06,37842
27298,8,1,29.8827350588335,24163,32329,24163,29.0909090909091,22000,7.3e-06,32329
27304,2,1,7.2706027953556,24169,46926,24169,7.27272727272727,22000,1.9e-06,46926
27305,8,1,29.7620261786459,24171,34578,24171,29.0909090909091,22000,7.3e-06,34578
27327,9,1,33.1805519432991,24188,31553,24188,32.7272727272727,22000,8.2e-06,31553
27343,9,1,32.7769647592458,24205,30517,24205,32.7272727272727,22000,8.2e-06,30517
27353,10,1,35.9942931793099,24213,30549,24213,36.3636363636364,22000,9.1e-06,30549
27362,4,1,14.468299257995,24217,31544,24217,14.5454545454545,22000,3.7e-06,31544
27367,10,1,36.1394607162225,24221,31276,24221,36.3636363636364,22000,9.1e-06,31276
27368,5,1,17.5519275117289,24223,30563,24223,18.1818181818182,22000,4.6e-06,30563
27368,4,0,17.5519275117289,26697,26719,24223,14.5454545454545,22000,3.7e-06,30563
27374,3,1,10.9655730572833,24226,36781,24226,10.9090909090909,22000,2.8e-06,36781
27380,8,1,28.7616538064227,24229,31286,24229,29.0909090909091,22000,7.3e-06,31286
27383,3,1,11.3430078355248,24231,33444,24231,10.9090909090909,22000,2.8e-06,33444
27386,5,1,18.0515005720168,24232,35511,24232,18.1818181818182,22000,4.6e-06,35511
27387,7,1,25.2291734641536,24232,38864,24232,25.4545454545455,22000,6.4e-06,38864
27388,2,1,7.26342567302787,24233,33472,24233,7.27272727272727,22000,1.9e-06,33472
27411,4,1,14.2547647609624,24255,38414,24255,14.5454545454545,22000,3.7e-06,38414
27422,4,1,15.0234253354529,24267,31545,24267,14.5454545454545,22000,3.7e-06,31545
27439,10,1,35.9488228708328,24283,32337,24283,36.3636363636364,22000,9.1e-06,32337
27443,8,1,28.9825122922508,24288,32368,24288,29.0909090909091,22000,7.3e-06,32368
27450,6,1,21.8658551341293,24292,30085,24292,21.8181818181818,22000,5.5e-06,30085
27458,8,1,28.7471477582895,24300,32822,24300,29.0909090909091,22000,7.3e-06,32822
27477,4,1,13.8285790657613,24312,30365,24312,14.5454545454545,22000,3.7e-06,30365
27489,5,1,18.4156972299942,24322,33031,24322,18.1818181818182,22000,4.6e-06,33031
27498,8,1,29.9660247037261,24329,31007,24329,29.0909090909091,22000,7.3e-06,31007
27510,6,1,21.5481433229506,24335,32589,24335,21.8181818181818,22000,5.5e-06,32589
27513,7,1,25.3375134170905,24339,33799,24339,25.4545454545455,22000,6.4e-06,33799
27523,3,1,10.6365058374526,24343,30167,24343,10.9090909090909,22000,2.8e-06,30167
27527,1,1,4.18098143638143,24347,34122,24347,3.63636363636364,22000,1e-06,34122
27530,10,1,36.3643288478146,24347,35407,24347,36.3636363636364,22000,9.1e-06,35407
27535,9,1,32.5981526003486,24352,35508,24352,32.7272727272727,22000,8.2e-06,35508
27550,2,1,7.82263706558831,24365,35139,24365,7.27272727272727,22000,1.9e-06,35139
27551,1,1,4.47111138262242,24366,38213,24366,3.63636363636364,22000,1e-06,38213
27568,5,1,18.1097042577976,24380,35174,24380,18.1818181818182,22000,4.6e-06,35174
27584,7,1,25.4434382979336,24391,31708,24391,25.4545454545455,22000,6.4e-06,31708
27597,4,1,13.950616598523,24400,33126,24400,14.5454545454545,22000,3.7e-06,33126
27629,9,1,32.9790720427323,24423,34089,24423,32.7272727272727,22000,8.2e-06,34089
27630,6,1,21.3409516302321,24424,30499,24424,21.8181818181818,22000,5.5e-06,30499
27655,1,1,3.42959606132376,24442,38064,24442,3.63636363636364,22000,1e-06,38064
27659,5,1,18.3049984632539,24444,32135,24444,18.1818181818182,22000,4.6e-06,32135
27676,1,1,4.3852597543625,24457,34579,24457,3.63636363636364,22000,1e-06,34579
27689,9,1,33.1534132596908,24466,34587,24466,32.7272727272727,22000,8.2e-06,34587
27694,9,1,32.48837709146,24469,30043,24469,32.7272727272727,22000,8.2e-06,30043
27698,8,1,29.3218522612671,24471,41146,24471,29.0909090909091,22000,7.3e-06,41146
27703,7,1,25.282482986341,24473,30511,24473,25.4545454545455,22000,6.4e-06,30511
27714,5,1,17.5404881450567,24479,30138,24479,18.1818181818182,22000,4.6e-06,30138
27715,6,1,21.1461981794799,24479,36344,24479,21.8181818181818,22000,5.5e-06,36344
27719,5,1,17.6062730631355,24483,30879,24483,18.1818181818182,22000,4.6e-06,30879
27721,6,1,21.9648009310779,24484,32911,24484,21.8181818181818,22000,5.5e-06,32911
27729,3,1,10.7719590797273,24489,34595,24489,10.9090909090909,22000,2.8e-06,34595
27731,2,1,8.3489837398364,24492,40258,24492,7.27272727272727,22000,1.9e-06,40258
27780,1,1,2.51746693502465,24539,31362,24539,3.63636363636364,22000,1e-06,31362
27832,8,1,29.3071228876368,24583,36241,24583,29.0909090909091,22000,7.3e-06,36241
27834,5,1,18.2231682733323,24587,30733,24587,18.1818181818182,22000,4.6e-06,30733
27837,5,1,18.6517762709041,24589,31179,24589,18.1818181818182,22000,4.6e-06,31179
27851,1,1,2.99449256165706,24598,32499,24598,3.63636363636364,22000,1e-06,32499
27870,1,1,2.60642295073246,24614,32323,24614,3.63636363636364,22000,1e-06,32323
27879,8,1,29.2649720122122,24618,32442,24618,29.0909090909091,22000,7.3e-06,32442
27892,2,1,7.78523806459974,24637,39193,24637,7.27272727272727,22000,1.9e-06,39193
27893,6,1,21.9557428932183,24637,34256,24637,21.8181818181818,22000,5.5e-06,34256
27901,4,1,13.7141013616646,24647,43414,24647,14.5454545454545,22000,3.7e-06,43414
27918,6,1,22.5713085575371,24660,32028,24660,21.8181818181818,22000,5.5e-06,32028
27926,3,1,11.1108963722874,24664,35449,24664,10.9090909090909,22000,2.8e-06,35449
27928,9,1,32.9840000680487,24667,32841,24667,32.7272727272727,22000,8.2e-06,32841
27934,4,1,14.0401971553401,24671,32275,24671,14.5454545454545,22000,3.7e-06,32275
27939,10,1,36.7137323600803,24674,30713,24674,36.3636363636364,22000,9.1e-06,30713
27942,8,1,28.0968402778558,24675,30823,24675,29.0909090909091,22000,7.3e-06,30823
27948,6,1,21.7392667288839,24681,30329,24681,21.8181818181818,22000,5.5e-06,30329
27963,3,1,10.0541009034019,24694,30656,24694,10.9090909090909,22000,2.8e-06,30656
27964,7,0,28.4360368786752,28428,28432,24694,25.4545454545455,22000,6.4e-06,34652
27964,8,1,28.4360368786752,24694,34652,24694,29.0909090909091,22000,7.3e-06,34652
27979,9,1,33.1299244517938,24708,38410,24708,32.7272727272727,22000,8.2e-06,38410
27983,7,1,25.4177965372791,24712,35083,24712,25.4545454545455,22000,6.4e-06,35083
28004,2,1,7.07765352000202,24724,38478,24724,7.27272727272727,22000,1.9e-06,38478
28009,3,1,10.3190809092397,24726,30514,24726,10.9090909090909,22000,2.8e-06,30514
28039,4,1,14.8448351764216,24749,40352,24749,14.5454545454545,22000,3.7e-06,40352
28075,1,1,4.4162249184281,24775,34056,24775,3.63636363636364,22000,1e-06,34056
28082,4,1,14.8860592073367,24780,41043,24780,14.5454545454545,22000,3.7e-06,41043
28102,5,1,17.6935779844097,24794,30293,24794,18.1818181818182,22000,4.6e-06,30293
28111,4,1,14.0518857861714,24801,42593,24801,14.5454545454545,22000,3.7e-06,42593
28114,6,1,21.8448201234878,24803,33717,24803,21.8181818181818,22000,5.5e-06,33717
28116,10,1,35.5901006702947,24804,33322,24804,36.3636363636364,22000,9.1e-06,33322
28116,9,0,35.5901006702947,29476,29508,24804,32.7272727272727,22000,8.2e-06,33322
28125,8,1,28.9807827391199,24813,30170,24813,29.0909090909091,22000,7.3e-06,30170
28126,9,1,33.0781979289895,24813,34827,24813,32.7272727272727,22000,8.2e-06,34827
28128,9,1,32.6449824048829,24814,35195,24814,32.7272727272727,22000,8.2e-06,35195
28130,8,1,28.6251967254832,24817,31867,24817,29.0909090909091,22000,7.3e-06,31867
28130,7,0,28.6251967254832,31696,31716,24817,25.4545454545455,22000,6.4e-06,31867
28133,5,1,18.5336346469513,24818,31624,24818,18.1818181818182,22000,4.6e-06,31624
28157,9,0,36.3173194529197,37491,37495,24835,32.7272727272727,22000,8.2e-06,39178
28157,10,1,36.3173194529197,24835,39178,24835,36.3636363636364,22000,9.1e-06,39178
28162,2,1,6.62206769590992,24842,38903,24842,7.27272727272727,22000,1.9e-06,38903
28174,7,1,25.1414200852912,24849,36381,24849,25.4545454545455,22000,6.4e-06,36381
28184,6,1,21.3538760531171,24858,30337,24858,21.8181818181818,22000,5.5e-06,30337
28187,4,1,13.5774930631782,24860,31358,24860,14.5454545454545,22000,3.7e-06,31358
28204,9,1,32.5786463210123,24875,30363,24875,32.7272727272727,22000,8.2e-06,30363
28213,1,1,3.21771694970524,24883,36142,24883,3.63636363636364,22000,1e-06,36142
28224,9,1,32.6224484411954,24888,32605,24888,32.7272727272727,22000,8.2e-06,32605
28228,7,1,25.395485523455,24893,33232,24893,25.4545454545455,22000,6.4e-06,33232
28232,9,1,33.1318631153259,24896,36015,24896,32.7272727272727,22000,8.2e-06,36015
28255,5,1,18.8021397162161,24915,31794,24915,18.1818181818182,22000,4.6e-06,31794
28257,5,0,13.8978778920897,25566,25568,24918,18.1818181818182,22000,4.6e-06,31371
28257,4,1,13.8978778920897,24918,31371,24918,14.5454545454545,22000,3.7e-06,31371
28258,4,1,14.9065912752666,24920,40481,24920,14.5454545454545,22000,3.7e-06,40481
28265,4,1,15.5378516621895,24925,30310,24925,14.5454545454545,22000,3.7e-06,30310
28273,7,1,25.0266825435669,24932,33483,24932,25.4545454545455,22000,6.4e-06,33483
28286,5,1,18.1999155946177,24943,31719,24943,18.1818181818182,22000,4.6e-06,31719
28293,2,1,7.62909393414532,24949,31112,24949,7.27272727272727,22000,1.9e-06,31112
28294,6,1,21.6249174758491,24949,32112,24949,21.8181818181818,22000,5.5e-06,32112
28297,9,1,32.0561572866785,24950,31245,24950,32.7272727272727,22000,8.2e-06,31245
28312,3,1,10.5831071771225,24964,38194,24964,10.9090909090909,22000,2.8e-06,38194
28316,7,1,25.4380297003596,24966,35251,24966,25.4545454545455,22000,6.4e-06,35251
28322,2,1,7.67760108863157,24971,42784,24971,7.27272727272727,22000,1.9e-06,42784
28343,6,1,21.3369189457021,24985,32245,24985,21.8181818181818,22000,5.5e-06,32245
28348,1,1,4.53361467116788,24989,32197,24989,3.63636363636364,22000,1e-06,32197
28354,8,1,28.7214944310089,24992,32615,24992,29.0909090909091,22000,7.3e-06,32615
28367,1,1,4.02308982122312,25002,36138,25002,3.63636363636364,22000,1e-06,36138
28385,4,1,14.9927573870161,25020,36075,25020,14.5454545454545,22000,3.7e-06,36075
28399,8,1,29.0247374755147,25031,30249,25031,29.0909090909091,22000,7.3e-06,30249
28425,3,1,11.0219997990922,25053,42910,25053,10.9090909090909,22000,2.8e-06,42910
28425,2,0,11.0219997990922,31462,31466,25053,7.27272727272727,22000,1.9e-06,42910
28426,8,1,29.6296780782218,25053,30009,25053,29.0909090909091,22000,7.3e-06,30009
28429,9,1,32.5021098623564,25054,32076,25054,32.7272727272727,22000,8.2e-06,32076
28432,7,1,25.9369404924632,25057,31699,25057,25.4545454545455,22000,6.4e-06,31699
28435,2,1,7.5146743662313,25059,49462,25059,7.27272727272727,22000,1.9e-06,49462
28436,8,0,25.9159809419385,29147,29155,25059,29.0909090909091,22000,7.3e-06,30828
28436,7,1,25.9159809419385,25059,30828,25059,25.4545454545455,22000,6.4e-06,30828
28439,6,1,22.2589131171743,25060,37228,25060,21.8181818181818,22000,5.5e-06,37228
28442,5,1,18.1132364106505,25063,37057,25063,18.1818181818182,22000,4.6e-06,37057
28458,8,1,29.8836108411701,25070,33048,25070,29.0909090909091,22000,7.3e-06,33048
28459,9,1,32.5040197233221,25073,32601,25073,32.7272727272727,22000,8.2e-06,32601
28463,9,1,32.7279193344816,25076,30702,25076,32.7272727272727,22000,8.2e-06,30702
28470,7,1,25.6524997485357,25082,45432,25082,25.4545454545455,22000,6.4e-06,45432
28470,6,0,25.6524997485357,43852,43855,25082,21.8181818181818,22000,5.5e-06,45432
28490,2,1,7.88197202560292,25101,42474,25101,7.27272727272727,22000,1.9e-06,42474
28513,4,1,15.2346436475633,25114,30563,25114,14.5454545454545,22000,3.7e-06,30563
28516,4,1,14.1474953078161,25116,41217,25116,14.5454545454545,22000,3.7e-06,41217
28533,3,1,10.3996347679578,25126,33009,25126,10.9090909090909,22000,2.8e-06,33009
28551,10,1,36.3414232155664,25139,32261,25139,36.3636363636364,22000,9.1e-06,32261
28566,1,1,4.5702420212432,25149,37602,25149,3.63636363636364,22000,1e-06,37602
28577,4,1,14.123428897152,25160,34680,25160,14.5454545454545,22000,3.7e-06,34680
28579,8,1,28.9263026076415,25160,30348,25160,29.0909090909091,22000,7.3e-06,30348
28600,4,1,13.8736976577008,25179,30062,25179,14.5454545454545,22000,3.7e-06,30062
28606,5,1,17.849935485463,25184,38282,25184,18.1818181818182,22000,4.6e-06,38282
28622,5,1,17.6603355893221,25196,30549,25196,18.1818181818182,22000,4.6e-06,30549
28623,6,0,18.6513359390383,39163,39179,25196,21.8181818181818,22000,5.5e-06,39731
28623,5,1,18.6513359390383,25196,39731,25196,18.1818181818182,22000,4.6e-06,39731
28626,9,1,33.1859672179822,25197,30068,25197,32.7272727272727,22000,8.2e-06,30068
28643,7,1,25.3567223748211,25212,31302,25212,25.4545454545455,22000,6.4e-06,31302
28649,10,1,35.6841688548221,25218,32302,25218,36.3636363636364,22000,9.1e-06,32302
28655,5,1,18.9809771780862,25222,34455,25222,18.1818181818182,22000,4.6e-06,34455
28660,6,1,22.5873876688545,25223,31908,25223,21.8181818181818,22000,5.5e-06,31908
28661,5,1,17.3418071576413,25224,31899,25224,18.1818181818182,22000,4.6e-06,31899
28670,7,1,24.7671062995742,25233,32281,25233,25.4545454545455,22000,6.4e-06,32281
28671,8,1,29.1806261591518,25233,31319,25233,29.0909090909091,22000,7.3e-06,31319
28693,1,1,4.19607869060995,25244,37659,25244,3.63636363636364,22000,1e-06,37659
28697,5,1,17.5217108170886,25248,30814,25248,18.1818181818182,22000,4.6e-06,30814
28707,3,1,11.512124761384,25263,35945,25263,10.9090909090909,22000,2.8e-06,35945
28709,2,1,7.0970163029168,25264,52652,25264,7.27272727272727,22000,1.9e-06,52652
28715,7,1,24.7582039099822,25267,31569,25267,25.4545454545455,22000,6.4e-06,31569
28723,10,1,36.9141394334868,25273,31150,25273,36.3636363636364,22000,9.1e-06,31150
28725,3,1,10.0624979733674,25276,38116,25276,10.9090909090909,22000,2.8e-06,38116
28725,2,0,10.0624979733674,28635,28747,25276,7.27272727272727,22000,1.9e-06,38116
28732,5,1,17.7605114546131,25280,31178,25280,18.1818181818182,22000,4.6e-06,31178
28734,4,1,14.7937888302095,25281,37414,25281,14.5454545454545,22000,3.7e-06,37414
28738,2,1,7.47821954560754,25283,38545,25283,7.27272727272727,22000,1.9e-06,38545
28742,9,1,31.9434768782926,25287,31736,25287,32.7272727272727,22000,8.2e-06,31736
28758,2,1,8.46554675718639,25298,30001,25298,7.27272727272727,22000,1.9e-06,30001
28763,3,1,10.0001821404986,25303,30325,25303,10.9090909090909,22000,2.8e-06,30325
28764,4,1,15.1235627127775,25303,30014,25303,14.5454545454545,22000,3.7e-06,30014
28784,7,1,24.8649433212352,25315,33790,25315,25.4545454545455,22000,6.4e-06,33790
28795,10,1,36.3846206625256,25319,32162,25319,36.3636363636364,22000,9.1e-06,32162
28798,6,1,21.3674897021211,25323,38497,25323,21.8181818181818,22000,5.5e-06,38497
28798,5,0,21.3674897021211,37996,37999,25323,18.1818181818182,22000,4.6e-06,38497
28813,7,1,24.7770471539146,25336,33049,25336,25.4545454545455,22000,6.4e-06,33049
28818,1,1,4.66489474681285,25342,32421,25342,3.63636363636364,22000,1e-06,32421
28823,4,1,14.4292777159665,25349,32349,25349,14.5454545454545,22000,3.7e-06,32349
28841,6,1,22.6637372685737,25368,30524,25368,21.8181818181818,22000,5.5e-06,30524
28842,8,1,28.9565712569391,25368,32250,25368,29.0909090909091,22000,7.3e-06,32250
28845,4,1,14.5797260580431,25370,33912,25370,14.5454545454545,22000,3.7e-06,33912
28849,3,1,11.1080546428651,25372,33468,25372,10.9090909090909,22000,2.8e-06,33468
28852,5,1,18.1086772801542,25373,32533,25373,18.1818181818182,22000,4.6e-06,32533
28868,7,1,25.7927675133839,25385,37478,25385,25.4545454545455,22000,6.4e-06,37478
28869,1,1,3.45759988376106,25388,37902,25388,3.63636363636364,22000,1e-06,37902
28879,9,1,32.6131889341165,25397,33838,25397,32.7272727272727,22000,8.2e-06,33838
28879,8,0,32.6131889341165,29396,29397,25397,29.0909090909091,22000,7.3e-06,33838
28883,8,1,29.0826326399853,25402,31329,25402,29.0909090909091,22000,7.3e-06,31329
28900,10,1,36.3545059572089,25414,33588,25414,36.3636363636364,22000,9.1e-06,33588
28916,3,1,10.5096676724021,25423,31675,25423,10.9090909090909,22000,2.8e-06,31675
28918,3,1,11.7725826140343,25424,32068,25424,10.9090909090909,22000,2.8e-06,32068
28919,5,1,18.9931022245444,25424,30587,25424,18.1818181818182,22000,4.6e-06,30587
28937,6,1,21.3171712471484,25436,30653,25436,21.8181818181818,22000,5.5e-06,30653
28944,10,1,37.0052454393845,25439,30045,25439,36.3636363636364,22000,9.1e-06,30045
28962,3,1,10.805958944732,25451,46757,25451,10.9090909090909,22000,2.8e-06,46757
28962,4,0,10.805958944732,45198,45208,25451,14.5454545454545,22000,3.7e-06,46757
28976,1,1,4.00011573022595,25459,40485,25459,3.63636363636364,22000,1e-06,40485
28995,4,1,14.9112784160036,25472,33572,25472,14.5454545454545,22000,3.7e-06,33572
29005,5,1,18.3976954114538,25484,31893,25484,18.1818181818182,22000,4.6e-06,31893
29008,8,1,28.4550207247367,25485,30315,25485,29.0909090909091,22000,7.3e-06,30315
29012,1,1,4.35149434837643,25487,41701,25487,3.63636363636364,22000,1e-06,41701
