generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1,0,-149.508,-509102,1,0
5001,42,350.89,-99402,1.12424,0.4012
10001,71,748.713,-87055.9,1.28739,0.3878
15001,93,1040.88,-82675.7,2.03908,0.3678
20001,118,1414.29,-78999.6,0.0787804,0.3738
25001,136,1659.79,-75563.5,0.571127,0.3756
30001,155,1933.41,-71899.7,0.297176,0.3658
35001,173,2180.93,-68493.5,2.33431,0.3614
40001,193,2453.46,-66096.6,4.33083,0.361
45001,211,2707.94,-63683.3,0.175097,0.3468
50001,231,2986.79,-61815.7,0.0259881,0.3594
55001,242,3141.74,-60540.6,0.0509591,0.3748
60001,253,3261.48,-57816.8,3.08482,0.3458
65001,262,3391.75,-57032.3,0.135992,0.352
70001,278,3592.89,-55669,1.34342,0.3606
75001,286,3689.61,-53671.8,0.0902919,0.3428
80001,299,3865.29,-52578.8,0.494831,0.3516
85001,305,3936.89,-51407,1.89238,0.3404
90001,314,4031.63,-50265.7,1.88253,0.3456
95001,325,4187.58,-49238.3,0.0149991,0.3528
100001,334,4299.41,-47951.7,0.824689,0.3516
105001,341,4384.87,-47176.5,0.277953,0.3444
110001,340,4364.42,-46598.2,0.397252,0.3448
115001,344,4420.75,-46196.8,1.21194,0.3366
120001,352,4515.44,-45474,0.582616,0.3338
125001,357,4582.19,-45087.8,1.32314,0.3348
130001,364,4669.84,-43808.3,0.0210966,0.3354
135001,365,4675.25,-43506.9,0.459289,0.3292
140001,369,4723.6,-42821.2,1.55595,0.3404
145001,373,4773.2,-42172.3,3.51403,0.3322
150001,379,4860.02,-41602.9,0.695937,0.337
155001,380,4891.06,-41154.3,0.073415,0.3288
160001,386,4977.94,-40665.9,0.225844,0.3254
165001,392,5074.86,-40134.8,1.83826,0.3334
170001,396,5138.14,-39546.6,0.0890022,0.3298
175001,397,5141.49,-39350.2,0.337002,0.328
180001,402,5194.49,-38960.7,2.36976,0.334
185001,405,5238.81,-38559,0.407545,0.34
190001,411,5314.44,-37800,0.0338522,0.3238
195001,415,5360.42,-37499,0.82934,0.3332
200001,417,5391.32,-37151.1,1.75336,0.3364
205001,416,5378.27,-36935,0.265502,0.3216
210001,416,5379.93,-36798.3,0.203389,0.3268
215001,415,5360.04,-36513.4,0.0474303,0.3278
220001,418,5398.82,-36299.9,1.195,0.3172
225001,419,5409.01,-36098.9,0.558273,0.3268
230001,425,5520.4,-35704.4,2.87031,0.3398
235001,428,5564.44,-35320.2,0.544914,0.3126
240001,431,5604.69,-35135.9,1.05796,0.3206
245001,430,5593.24,-34929.2,1.51857,0.3334
250001,430,5594.54,-34838.9,0.637743,0.3334
255001,432,5622.05,-34668.5,0.334649,0.324
260001,436,5676.26,-34424.6,1.14636,0.329
265001,442,5779.8,-34137.8,0.485707,0.3178
270001,444,5815.89,-33872.9,2.2151,0.3296
275001,449,5893.67,-33622.6,1.04614,0.3244
280001,450,5900.29,-33495.5,1.35262,0.3344
285001,451,5926.76,-33373.2,0.0826685,0.3262
290001,452,5940.04,-33088.3,0.381272,0.3406
295001,454,5966.28,-33040.8,0.863558,0.3296
300001,455,5976.27,-32913.7,0.245142,0.3246
305001,456,5995.38,-32833.1,0.38285,0.3358
310001,457,6002.15,-32738.7,5.0355,0.3202
315001,456,5994.56,-32614.4,0.467525,0.3142
320001,458,6022.95,-32386.3,0.242914,0.3272
325001,458,6031,-32322.8,0.108557,0.331
330001,460,6065.81,-32218.9,0.463141,0.3226
335001,461,6076.92,-32101.2,1.46914,0.3176
340001,461,6072.85,-31986.3,0.6295,0.3334
345001,462,6076.04,-31849.3,0.0677373,0.3288
350001,460,6056.53,-31840.6,0.0510517,0.3194
355001,460,6063.68,-31773.2,0.813512,0.3334
360001,458,6023.71,-31604.3,0.162973,0.3206
365001,456,5989.8,-31549.7,5.45846,0.314
370001,458,6022.96,-31512.7,1.14195,0.3252
375001,459,6048.07,-31475.5,0.145865,0.3164
380001,461,6073.41,-31365.3,0.447654,0.3272
385001,461,6063.48,-31166.1,0.309164,0.3268
390001,461,6067.98,-31134,1.25064,0.3364
395001,461,6064.79,-30993.2,1.09657,0.3216
400001,461,6055.32,-30925,0.359093,0.3322
405001,460,6044.91,-30907.9,0.301171,0.3336
410001,460,6050.24,-30868.4,1.16062,0.3194
415001,460,6063.32,-30809.8,0.303373,0.3402
420001,457,6020.13,-30804,1.16566,0.3296
425001,458,6036.24,-30755.8,1.7347,0.3234
430001,458,6034.46,-30704.2,0.504054,0.3334
435001,459,6057.41,-30636.6,0.146253,0.3404
440001,457,6024.96,-30647.4,0.622329,0.34
445001,458,6046,-30466.2,0.705168,0.3252
450001,456,6017.89,-30431.9,1.01169,0.332
455001,455,5993.01,-30379.7,0.289913,0.3208
460001,455,6007.89,-30342.5,0.317556,0.3178
465001,454,5996.87,-30334.4,1.7998,0.3272
470001,454,6008.9,-30299.2,0.396682,0.3344
475001,454,6016.73,-30245.9,5.80495,0.317
480001,455,6040.26,-30149.6,0.477532,0.329
485001,453,6020.81,-30145.9,0.0217708,0.3244
490001,451,5981.89,-30149.6,0.719486,0.3258
495001,453,6011.03,-30108.7,0.825907,0.335
500001,454,5998.62,-30059.6,4.06037,0.333
505001,455,6030.38,-30043.3,1.45867,0.3286
510001,455,6039.67,-30041.7,0.368232,0.3274
515001,454,6023.01,-29998.6,0.55607,0.3282
520001,456,6061.34,-29918,0.387326,0.3346
525001,457,6078.86,-29747.3,0.632157,0.3392
530001,457,6084.98,-29672.2,1.69932,0.3194
535001,457,6072.92,-29632.3,3.94789,0.3252
540001,456,6048.02,-29586.2,0.0123832,0.3326
545001,456,6046.82,-29599.5,2.61816,0.3104
550001,456,6049.12,-29550.1,2.95772,0.322
555001,455,6041.13,-29574.4,0.502358,0.3148
560001,454,6035.39,-29551.8,0.280405,0.3178
565001,453,6025.95,-29534.7,0.0608148,0.308
570001,453,6038.91,-29536.1,2.55077,0.3294
575001,453,6028.17,-29496.8,0.500605,0.331
580001,451,5984.9,-29470,0.128378,0.3192
585001,452,5985.19,-29491.8,2.29338,0.3268
590001,453,6002.31,-29481.8,2.88405,0.3178
595001,454,6035.37,-29394.4,0.290426,0.3242
600001,454,6033.49,-29379.9,1.49497,0.3168
605001,454,6027.54,-29363.1,4.33448,0.3166
610001,454,6034.52,-29368,1.85824,0.332
615001,455,6046.59,-29340.6,0.708134,0.3494
620001,454,6022.31,-29316.7,1.20682,0.3324
625001,452,6006.73,-29252.3,0.0327048,0.3276
630001,452,6003.24,-29243.8,1.48541,0.3186
635001,452,6009.47,-29230.4,1.09448,0.3214
640001,454,6038.42,-29180.7,1.70671,0.3372
645001,453,6023.26,-29141.4,1.17805,0.3316
650001,452,6009.93,-29133.7,0.936724,0.3208
655001,450,5985.37,-29143.4,0.299096,0.3318
660001,450,5986.43,-29103.7,1.58645,0.3252
665001,450,5978.3,-29046,0.358487,0.3266
670001,451,5995.72,-29038.3,1.42852,0.328
675001,451,5977.47,-29003,2.0351,0.3306
680001,451,5981.03,-28972.4,0.577425,0.3358
685001,451,5974.69,-28993.7,2.1261,0.3254
690001,450,5957.48,-28928,0.42008,0.3222
695001,450,5972.64,-28922.7,2.03041,0.3262
700001,451,5977.36,-28930.3,0.99556,0.3276
705001,450,5973.6,-28907.2,1.14011,0.3368
710001,448,5945.6,-28912.4,1.13924,0.3266
715001,449,5981.1,-28887.7,1.60796,0.3326
720001,449,5970.92,-28899.6,1.98747,0.324
725001,448,5961.92,-28901.4,1.36196,0.319
730001,448,5954.32,-28915.2,0.38816,0.3276
735001,448,5943.65,-28874.7,1.61641,0.3274
740001,448,5959.76,-28868.4,0.330007,0.3188
745001,446,5919.28,-28897.5,0.347208,0.3196
750001,446,5921.84,-28896.7,1.16419,0.3298
755001,447,5935.5,-28885.4,2.05038,0.3314
760001,447,5949.48,-28858.5,0.603316,0.3402
765001,447,5951.36,-28857.1,1.35834,0.3236
770001,447,5945.84,-28855.6,0.960025,0.3404
775001,447,5950.71,-28811.4,0.206975,0.3326
780001,447,5943.18,-28763.8,1.76712,0.3368
785001,447,5946.56,-28762.5,0.272254,0.3238
790001,447,5948.6,-28771.8,0.0826928,0.3446
795001,446,5941.28,-28772.6,1.0866,0.3406
800001,444,5918.83,-28775.4,0.190515,0.3264
805001,444,5935.19,-28769.7,0.00763424,0.3232
810001,444,5938.24,-28758.3,1.20727,0.3422
815001,445,5949.09,-28707.7,1.39934,0.3262
820001,445,5970.94,-28686.2,0.0209629,0.3208
825001,445,5966.64,-28703.3,0.551212,0.3362
830001,444,5954.87,-28715.4,0.0458032,0.3366
835001,444,5956.86,-28722.1,0.071441,0.329
840001,444,5957.9,-28722.4,0.578493,0.3278
845001,445,5978.21,-28659.5,0.878043,0.3314
850001,445,5975.84,-28661.5,0.175236,0.328
855001,445,5972.43,-28666.2,0.142383,0.3324
860001,445,5977.92,-28678.8,1.08033,0.333
865001,446,5982.5,-28665.6,4.1241,0.3464
870001,446,5995.18,-28691.8,0.797429,0.3296
875001,447,6021.69,-28641.2,0.330971,0.3384
880001,447,6016.27,-28635.3,0.0873723,0.3296
885001,447,6005.89,-28620.8,3.32659,0.3364
890001,447,5996.55,-28611.7,0.166759,0.3404
895001,446,5967.15,-28633.5,2.07916,0.3282
900001,446,5971.74,-28633.9,0.903222,0.3292
905001,446,5989.58,-28625.8,0.257161,0.3334
910001,447,5996.87,-28618.1,0.0901181,0.3328
915001,447,5992.67,-28530.3,0.532893,0.3298
920001,447,5995.21,-28523.3,0.0268228,0.3242
925001,447,6005.36,-28552.8,0.85727,0.3364
930001,446,5994.24,-28553.6,0.107582,0.3394
935001,445,5972.35,-28540.7,1.50231,0.3298
940001,445,5956.96,-28510.1,2.3701,0.3238
945001,445,5964.17,-28492.2,1.19547,0.3272
950001,445,5961.9,-28487.5,0.226906,0.3384
